orig_book_index,orig_chapter,orig_verse,text
Genesis,2,7,וייצר יהוה אלהים אתהאדם עפר מןהאדמה ויפח באפיו נשמת חיים ויהי האדם לנפש חיה
Genesis,2,8,ויטע יהוה אלהים גןבעדן מקדם וישם שם אתהאדם אשר יצר
Genesis,2,9,ויצמח יהוה אלהים מןהאדמה כלעץ נחמד למראה וטוב למאכל ועץ החיים בתוך הגן ועץ הדעת טוב ורע
Genesis,2,10,ונהר יצא מעדן להשקות אתהגן ומשם יפרד והיה לארבעה ראשים
Genesis,2,11,שם האחד פישון הוא הסבב את כלארץ החוילה אשרשם הזהב
Genesis,2,12,וזהב הארץ ההוא טוב שם הבדלח ואבן השהם
Genesis,2,13,ושםהנהר השני גיחון הוא הסובב את כלארץ כוש
Genesis,2,14,ושם הנהר השלישי חדקל הוא ההלך קדמת אשור והנהר הרביעי הוא פרת
Genesis,2,15,ויקח יהוה אלהים אתהאדם וינחהו בגןעדן לעבדה ולשמרה
Genesis,2,16,ויצו יהוה אלהים עלהאדם לאמר מכל עץהגן אכל תאכל
Genesis,2,17,ומעץ הדעת טוב ורע לא תאכל ממנו כי ביום אכלך ממנו מות תמות
Genesis,2,18,ויאמר יהוה אלהים לאטוב היות האדם לבדו אעשהלו עזר כנגדו
Genesis,2,19,ויצר יהוה אלהים מןהאדמה כלחית השדה ואת כלעוף השמים ויבא אלהאדם לראות מהיקראלו וכל אשר יקראלו האדם נפש חיה הוא שמו
Genesis,2,20,ויקרא האדם שמות לכלהבהמה ולעוף השמים ולכל חית השדה ולאדם לאמצא עזר כנגדו
Genesis,2,21,ויפל יהוה אלהים תרדמה עלהאדם ויישן ויקח אחת מצלעתיו ויסגר בשר תחתנה
Genesis,2,22,ויבן יהוה אלהים אתהצלע אשרלקח מןהאדם לאשה ויבאה אלהאדם
Genesis,2,23,ויאמר האדם זאת הפעם עצם מעצמי ובשר מבשרי לזאת יקרא אשה כי מאיש לקחהזאת
Genesis,2,24,עלכן יעזבאיש אתאביו ואתאמו ודבק באשתו והיו לבשר אחד
Genesis,2,25,ויהיו שניהם ערומים האדם ואשתו ולא יתבששו
Genesis,3,1,והנחש היה ערום מכל חית השדה אשר עשה יהוה אלהים ויאמר אלהאשה אף כיאמר אלהים לא תאכלו מכל עץ הגן
Genesis,3,2,ותאמר האשה אלהנחש מפרי עץהגן נאכל
Genesis,3,3,ומפרי העץ אשר בתוךהגן אמר אלהים לא תאכלו ממנו ולא תגעו בו פןתמתון
Genesis,3,4,ויאמר הנחש אלהאשה לאמות תמתון
Genesis,3,5,כי ידע אלהים כי ביום אכלכם ממנו ונפקחו עיניכם והייתם כאלהים ידעי טוב ורע
Genesis,3,6,ותרא האשה כי טוב העץ למאכל וכי תאוההוא לעינים ונחמד העץ להשכיל ותקח מפריו ותאכל ותתן גםלאישה עמה ויאכל
Genesis,3,7,ותפקחנה עיני שניהם וידעו כי עירםם הם ויתפרו עלה תאנה ויעשו להם חגרת
Genesis,3,8,וישמעו אתקול יהוה אלהים מתהלך בגן לרוח היום ויתחבא האדם ואשתו מפני יהוה אלהים בתוך עץ הגן
Genesis,3,9,ויקרא יהוה אלהים אלהאדם ויאמר לו איכה
Genesis,3,10,ויאמר אתקלך שמעתי בגן ואירא כיעירם אנכי ואחבא
Genesis,3,11,ויאמר מי הגיד לך כי עירם אתה המןהעץ אשר צויתיך לבלתי אכלממנו אכלת
Genesis,3,12,ויאמר האדם האשה אשר נתתה עמדי הוא נתנהלי מןהעץ ואכל
Genesis,3,13,ויאמר יהוה אלהים לאשה מהזאת עשית ותאמר האשה הנחש השיאני ואכל
Genesis,3,14,ויאמר יהוה אלהים אלהנחש כי עשית זאת ארור אתה מכלהבהמה ומכל חית השדה עלגחנך תלך ועפר תאכל כלימי חייך
Genesis,3,15,ואיבה אשית בינך ובין האשה ובין זרעך ובין זרעה הוא ישופך ראש ואתה תשופנו עקב ס
Genesis,3,16,אלהאשה אמר הרבה ארבה עצבונך והרנך בעצב תלדי בנים ואלאישך תשוקתך והוא ימשלבך ס
Genesis,3,17,ולאדם אמר כישמעת לקול אשתך ותאכל מןהעץ אשר צויתיך לאמר לא תאכל ממנו ארורה האדמה בעבורך בעצבון תאכלנה כל ימי חייך
Genesis,3,18,וקוץ ודרדר תצמיח לך ואכלת אתעשב השדה
Genesis,3,19,בזעת אפיך תאכל לחם עד שובך אלהאדמה כי ממנה לקחת כיעפר אתה ואלעפר תשוב
Genesis,3,20,ויקרא האדם שם אשתו חוה כי הוא היתה אם כלחי
Genesis,3,21,ויעש יהוה אלהים לאדם ולאשתו כתנות עור וילבשם ף
Genesis,3,22,ויאמר יהוה אלהים הן האדם היה כאחד ממנו לדעת טוב ורע ועתה פןישלח ידו ולקח גם מעץ החיים ואכל וחי לעלם
Genesis,3,23,וישלחהו יהוה אלהים מגןעדן לעבד אתהאדמה אשר לקח משם
Genesis,3,24,ויגרש אתהאדם וישכן מקדם לגןעדן אתהכרבים ואת להט החרב המתהפכת לשמר אתדרך עץ החיים ס
Genesis,4,1,והאדם ידע אתחוה אשתו ותהר ותלד אתקין ותאמר קניתי איש אתיהוה
Genesis,4,2,ותסף ללדת אתאחיו אתהבל ויהיהבל רעה צאן וקין היה עבד אדמה
Genesis,4,3,ויהי מקץ ימים ויבא קין מפרי האדמה מנחה ליהוה
Genesis,4,4,והבל הביא גםהוא מבכרות צאנו ומחלבהן וישע יהוה אלהבל ואלמנחתו
Genesis,4,5,ואלקין ואלמנחתו לא שעה ויחר לקין מאד ויפלו פניו
Genesis,4,6,ויאמר יהוה אלקין למה חרה לך ולמה נפלו פניך
Genesis,4,7,הלוא אםתיטיב שאת ואם לא תיטיב לפתח חטאת רבץ ואליך תשוקתו ואתה תמשלבו
Genesis,4,8,ויאמר קין אלהבל אחיו ויהי בהיותם בשדה ויקם קין אלהבל אחיו ויהרגהו
Genesis,4,9,ויאמר יהוה אלקין אי הבל אחיך ויאמר לא ידעתי השמר אחי אנכי
Genesis,4,10,ויאמר מה עשית קול דמי אחיך צעקים אלי מןהאדמה
Genesis,4,11,ועתה ארור אתה מןהאדמה אשר פצתה אתפיה לקחת אתדמי אחיך מידך
Genesis,4,12,כי תעבד אתהאדמה לאתסף תתכחה לך נע ונד תהיה בארץ
Genesis,4,13,ויאמר קין אליהוה גדול עוני מנשא
Genesis,4,14,הן גרשת אתי היום מעל פני האדמה ומפניך אסתר והייתי נע ונד בארץ והיה כלמצאי יהרגני
Genesis,4,15,ויאמר לו יהוה לכן כלהרג קין שבעתים יקם וישם יהוה לקין אות לבלתי הכותאתו כלמצאו
Genesis,4,16,ויצא קין מלפני יהוה וישב בארץנוד קדמתעדן
Genesis,4,17,וידע קין אתאשתו ותהר ותלד אתחנוך ויהי בנה עיר ויקרא שם העיר כשם בנו חנוך
Genesis,4,18,ויולד לחנוך אתעירד ועירד ילד אתמחויאל ומחייאל ילד אתמתושאל ומתושאל ילד אתלמך
Genesis,4,19,ויקחלו למך שתי נשים שם האחת עדה ושם השנית צלה
Genesis,4,20,ותלד עדה אתיבל הוא היה אבי ישב אהל ומקנה
Genesis,4,21,ושם אחיו יובל הוא היה אבי כלתפש כנור ועוגב
Genesis,4,22,וצלה גםהוא ילדה אתתובל קין לטש כלחרש נחשת וברזל ואחות תובלקין נעמה
Genesis,4,23,ויאמר למך לנשיו עדה וצלה שמען קולי נשי למך האזנה אמרתי כי איש הרגתי לפצעי וילד לחברתי
Genesis,4,24,כי שבעתים יקםקין ולמך שבעים ושבעה
Genesis,4,25,וידע אדם עוד אתאשתו ותלד בן ותקרא אתשמו שת כי שתלי אלהים זרע אחר תחת הבל כי הרגו קין
Genesis,4,26,ולשת גםהוא ילדבן ויקרא אתשמו אנוש אז הוחל לקרא בשם יהוה ף
Genesis,5,1,זה ספר תולדת אדם ביום ברא אלהים אדם בדמות אלהים עשה אתו
Genesis,5,2,זכר ונקבה בראם ויברך אתם ויקרא אתשםם אדם ביום הבראם ס
Genesis,5,3,ויחי אדם שלשים ומאת שנה ויולד בדמותו כצלמו ויקרא אתשמו שת
Genesis,5,4,ויהיו ימיאדם אחרי הולידו אתשת שמנה מאת שנה ויולד בנים ובנות
Genesis,5,5,ויהיו כלימי אדם אשרחי תשע מאות שנה ושלשים שנה וימת ס
Genesis,5,6,ויחישת חמש שנים ומאת שנה ויולד אתאנוש
Genesis,5,7,ויחישת אחרי הולידו אתאנוש שבע שנים ושמנה מאות שנה ויולד בנים ובנות
Genesis,5,8,ויהיו כלימישת שתים עשרה שנה ותשע מאות שנה וימת ס
Genesis,5,9,ויחי אנוש תשעים שנה ויולד אתקיןן
Genesis,5,10,ויחי אנוש אחרי הולידו אתקיןן חמש עשרה שנה ושמנה מאות שנה ויולד בנים ובנות
Genesis,5,11,ויהיו כלימי אנוש חמש שנים ותשע מאות שנה וימת ס
Genesis,5,12,ויחי קיןן שבעים שנה ויולד אתמהללאל
Genesis,5,13,ויחי קיןן אחרי הולידו אתמהללאל ארבעים שנה ושמנה מאות שנה ויולד בנים ובנות
Genesis,5,14,ויהיו כלימי קיןן עשר שנים ותשע מאות שנה וימת ס
Genesis,5,15,ויחי מהללאל חמש שנים וששים שנה ויולד אתירד
Genesis,5,16,ויחי מהללאל אחרי הולידו אתירד שלשים שנה ושמנה מאות שנה ויולד בנים ובנות
Genesis,5,17,ויהיו כלימי מהללאל חמש ותשעים שנה ושמנה מאות שנה וימת ס
Genesis,5,18,ויחיירד שתים וששים שנה ומאת שנה ויולד אתחנוך
Genesis,5,19,ויחיירד אחרי הולידו אתחנוך שמנה מאות שנה ויולד בנים ובנות
Genesis,5,20,ויהיו כלימיירד שתים וששים שנה ותשע מאות שנה וימת ף
Genesis,5,21,ויחי חנוך חמש וששים שנה ויולד אתמתושלח
Genesis,5,22,ויתהלך חנוך אתהאלהים אחרי הולידו אתמתושלח שלש מאות שנה ויולד בנים ובנות
Genesis,5,23,ויהי כלימי חנוך חמש וששים שנה ושלש מאות שנה
Genesis,5,24,ויתהלך חנוך אתהאלהים ואיננו כילקח אתו אלהים ף
Genesis,5,25,ויחי מתושלח שבע ושמנים שנה ומאת שנה ויולד אתלמך
Genesis,5,26,ויחי מתושלח אחרי הולידו אתלמך שתים ושמונים שנה ושבע מאות שנה ויולד בנים ובנות
Genesis,5,27,ויהיו כלימי מתושלח תשע וששים שנה ותשע מאות שנה וימת ף
Genesis,5,28,ויחילמך שתים ושמנים שנה ומאת שנה ויולד בן
Genesis,5,29,ויקרא אתשמו נח לאמר זה ינחמנו ממעשנו ומעצבון ידינו מןהאדמה אשר אררה יהוה
Genesis,5,30,ויחילמך אחרי הולידו אתנח חמש ותשעים שנה וחמש מאת שנה ויולד בנים ובנות
Genesis,5,31,ויהי כלימילמך שבע ושבעים שנה ושבע מאות שנה וימת ס
Genesis,5,32,ויהינח בןחמש מאות שנה ויולד נח אתשם אתחם ואתיפת
Genesis,6,1,ויהי כיהחל האדם לרב עלפני האדמה ובנות ילדו להם
Genesis,6,2,ויראו בניהאלהים אתבנות האדם כי טבת הנה ויקחו להם נשים מכל אשר בחרו
Genesis,6,3,ויאמר יהוה לאידון רוחי באדם לעלם בשגם הוא בשר והיו ימיו מאה ועשרים שנה
Genesis,6,4,הנפלים היו בארץ בימים ההם וגם אחריכן אשר יבאו בני האלהים אלבנות האדם וילדו להם המה הגברים אשר מעולם אנשי השם ף
Genesis,6,5,וירא יהוה כי רבה רעת האדם בארץ וכליצר מחשבת לבו רק רע כלהיום
Genesis,6,6,וינחם יהוה כיעשה אתהאדם בארץ ויתעצב אללבו
Genesis,6,7,ויאמר יהוה אמחה אתהאדם אשרבראתי מעל פני האדמה מאדם עדבהמה עדרמש ועדעוף השמים כי נחמתי כי עשיתם
Genesis,6,8,ונח מצא חן בעיני יהוה ף
Genesis,6,9,אלה תולדת נח נח איש צדיק תמים היה בדרתיו אתהאלהים התהלךנח
Genesis,6,10,ויולד נח שלשה בנים אתשם אתחם ואתיפת
Genesis,6,11,ותשחת הארץ לפני האלהים ותמלא הארץ חמס
Genesis,6,12,וירא אלהים אתהארץ והנה נשחתה כיהשחית כלבשר אתדרכו עלהארץ ס
Genesis,6,13,ויאמר אלהים לנח קץ כלבשר בא לפני כימלאה הארץ חמס מפניהם והנני משחיתם אתהארץ
Genesis,6,14,עשה לך תבת עציגפר קנים תעשה אתהתבה וכפרת אתה מבית ומחוץ בכפר
Genesis,6,15,וזה אשר תעשה אתה שלש מאות אמה ארך התבה חמשים אמה רחבה ושלשים אמה קומתה
Genesis,6,16,צהר תעשה לתבה ואלאמה תכלנה מלמעלה ופתח התבה בצדה תשים תחתים שנים ושלשים תעשה
Genesis,6,17,ואני הנני מביא אתהמבול מים עלהארץ לשחת כלבשר אשרבו רוח חיים מתחת השמים כל אשרבארץ יגוע
Genesis,6,18,והקמתי אתבריתי אתך ובאת אלהתבה אתה ובניך ואשתך ונשיבניך אתך
Genesis,6,19,ומכלהחי מכלבשר שנים מכל תביא אלהתבה להחית אתך זכר ונקבה יהיו
Genesis,6,20,מהעוף למינהו ומןהבהמה למינה מכל רמש האדמה למינהו שנים מכל יבאו אליך להחיות
Genesis,6,21,ואתה קחלך מכלמאכל אשר יאכל ואספת אליך והיה לך ולהם לאכלה
Genesis,6,22,ויעש נח ככל אשר צוה אתו אלהימ כן עשה ס
Genesis,7,1,ויאמר יהוה לנח באאתה וכלביתך אלהתבה כיאתך ראיתי צדיק לפני בדור הזה
Genesis,7,2,מכל הבהמה הטהורה תקחלך שבעה שבעה איש ואשתו ומןהבהמה אשר לא טהרה הוא שנים איש ואשתו
Genesis,7,3,גם מעוף השמים שבעה שבעה זכר ונקבה לחיות זרע עלפני כלהארץ
Genesis,7,4,כי לימים עוד שבעה אנכי ממטיר עלהארץ ארבעים יום וארבעים לילה ומחיתי אתכלהיקום אשר עשיתי מעל פני האדמה
Genesis,7,5,ויעש נח ככל אשרצוהו יהוה
Genesis,7,6,ונח בןשש מאות שנה והמבול היה מים עלהארץ
Genesis,7,7,ויבא נח ובניו ואשתו ונשיבניו אתו אלהתבה מפני מי המבול
Genesis,7,8,מןהבהמה הטהורה ומןהבהמה אשר איננה טהרה ומןהעוף וכל אשררמש עלהאדמה
Genesis,7,9,שנים שנים באו אלנח אלהתבה זכר ונקבה כאשר צוה אלהים אתנח
Genesis,7,10,ויהי לשבעת הימים ומי המבול היו עלהארץ
Genesis,7,11,בשנת ששמאות שנה לחיינח בחדש השני בשבעהעשר יום לחדש ביום הזה נבקעו כלמעינת תהום רבה וארבת השמים נפתחו
Genesis,7,12,ויהי הגשם עלהארץ ארבעים יום וארבעים לילה
Genesis,7,13,בעצם היום הזה בא נח ושםוחם ויפת בנינח ואשת נח ושלשת נשיבניו אתם אלהתבה
Genesis,7,14,המה וכלהחיה למינה וכלהבהמה למינה וכלהרמש הרמש עלהארץ למינהו וכלהעוף למינהו כל צפור כלכנף
Genesis,7,15,ויבאו אלנח אלהתבה שנים שנים מכלהבשר אשרבו רוח חיים
Genesis,7,16,והבאים זכר ונקבה מכלבשר באו כאשר צוה אתו אלהים ויסגר יהוה בעדו
Genesis,7,17,ויהי המבול ארבעים יום עלהארץ וירבו המים וישאו אתהתבה ותרם מעל הארץ
Genesis,7,18,ויגברו המים וירבו מאד עלהארץ ותלך התבה עלפני המים
Genesis,7,19,והמים גברו מאד מאד עלהארץ ויכסו כלההרים הגבהים אשרתחת כלהשמים
Genesis,7,20,חמש עשרה אמה מלמעלה גברו המים ויכסו ההרים
Genesis,7,21,ויגוע כלבשר הרמש עלהארץ בעוף ובבהמה ובחיה ובכלהשרץ השרץ עלהארץ וכל האדם
Genesis,7,22,כל אשר נשמתרוח חיים באפיו מכל אשר בחרבה מתו
Genesis,7,23,וימח אתכלהיקום אשר עלפני האדמה מאדם עדבהמה עדרמש ועדעוף השמים וימחו מןהארץ וישאר אךנח ואשר אתו בתבה
Genesis,7,24,ויגברו המים עלהארץ חמשים ומאת יום
Genesis,8,1,ויזכר אלהים אתנח ואת כלהחיה ואתכלהבהמה אשר אתו בתבה ויעבר אלהים רוח עלהארץ וישכו המים
Genesis,8,2,ויסכרו מעינת תהום וארבת השמים ויכלא הגשם מןהשמים
Genesis,8,3,וישבו המים מעל הארץ הלוך ושוב ויחסרו המים מקצה חמשים ומאת יום
Genesis,8,4,ותנח התבה בחדש השביעי בשבעהעשר יום לחדש על הרי אררט
Genesis,8,5,והמים היו הלוך וחסור עד החדש העשירי בעשירי באחד לחדש נראו ראשי ההרים
Genesis,8,6,ויהי מקץ ארבעים יום ויפתח נח אתחלון התבה אשר עשה
Genesis,8,7,וישלח אתהערב ויצא יצוא ושוב עדיבשת המים מעל הארץ
Genesis,8,8,וישלח אתהיונה מאתו לראות הקלו המים מעל פני האדמה
Genesis,8,9,ולאמצאה היונה מנוח לכףרגלה ותשב אליו אלהתבה כימים עלפני כלהארץ וישלח ידו ויקחה ויבא אתה אליו אלהתבה
Genesis,8,10,ויחל עוד שבעת ימים אחרים ויסף שלח אתהיונה מןהתבה
Genesis,8,11,ותבא אליו היונה לעת ערב והנה עלהזית טרף בפיה וידע נח כיקלו המים מעל הארץ
Genesis,8,12,וייחל עוד שבעת ימים אחרים וישלח אתהיונה ולאיספה שובאליו עוד
Genesis,8,13,ויהי באחת וששמאות שנה בראשון באחד לחדש חרבו המים מעל הארץ ויסר נח אתמכסה התבה וירא והנה חרבו פני האדמה
Genesis,8,14,ובחדש השני בשבעה ועשרים יום לחדש יבשה הארץ ס
Genesis,8,15,וידבר אלהים אלנח לאמר
Genesis,8,16,צא מןהתבה אתה ואשתך ובניך ונשיבניך אתך
Genesis,8,17,כלהחיה אשראתך מכלבשר בעוף ובבהמה ובכלהרמש הרמש עלהארץ אתך ושרצו בארץ ופרו ורבו עלהארץ
Genesis,8,18,ויצאנח ובניו ואשתו ונשיבניו אתו
Genesis,8,19,כלהחיה כלהרמש וכלהעוף כל רומש עלהארץ למשפחתיהם יצאו מןהתבה
Genesis,8,20,ויבן נח מזבח ליהוה ויקח מכל הבהמה הטהורה ומכל העוף הטהר ויעל עלת במזבח
Genesis,8,21,וירח יהוה אתריח הניחח ויאמר יהוה אללבו לאאסף לקלל עוד אתהאדמה בעבור האדם כי יצר לב האדם רע מנעריו ולאאסף עוד להכות אתכלחי כאשר עשיתי
Genesis,8,22,עד כלימי הארץ זרע וקציר וקר וחם וקיץ וחרף ויום ולילה לא ישבתו
Genesis,9,1,ויברך אלהים אתנח ואתבניו ויאמר להם פרו ורבו ומלאו אתהארץ
Genesis,9,2,ומוראכם וחתכם יהיה על כלחית הארץ ועל כלעוף השמים בכל אשר תרמש האדמה ובכלדגי הים בידכם נתנו
Genesis,9,3,כלרמש אשר הואחי לכם יהיה לאכלה כירק עשב נתתי לכם אתכל
Genesis,9,4,אךבשר בנפשו דמו לא תאכלו
Genesis,9,5,ואך אתדםכם לנפשתיכם אדרש מיד כלחיה אדרשנו ומיד האדם מיד איש אחיו אדרש אתנפש האדם
Genesis,9,6,שפך דם האדם באדם דמו ישפך כי בצלם אלהים עשה אתהאדם
Genesis,9,7,ואתם פרו ורבו שרצו בארץ ורבובה ס
Genesis,9,8,ויאמר אלהים אלנח ואלבניו אתו לאמר
Genesis,9,9,ואני הנני מקים אתבריתי אתכם ואתזרעכם אחריכם
Genesis,9,10,ואת כלנפש החיה אשר אתכם בעוף בבהמה ובכלחית הארץ אתכם מכל יצאי התבה לכל חית הארץ
Genesis,9,11,והקמתי אתבריתי אתכם ולאיכרת כלבשר עוד ממי המבול ולאיהיה עוד מבול לשחת הארץ
Genesis,9,12,ויאמר אלהים זאת אותהברית אשראני נתן ביני וביניכם ובין כלנפש חיה אשר אתכם לדרת עולם
Genesis,9,13,אתקשתי נתתי בעןן והיתה לאות ברית ביני ובין הארץ
Genesis,9,14,והיה בענני עןן עלהארץ ונראתה הקשת בעןן
Genesis,9,15,וזכרתי אתבריתי אשר ביני וביניכם ובין כלנפש חיה בכלבשר ולאיהיה עוד המים למבול לשחת כלבשר
Genesis,9,16,והיתה הקשת בעןן וראיתיה לזכר ברית עולם בין אלהים ובין כלנפש חיה בכלבשר אשר עלהארץ
Genesis,9,17,ויאמר אלהים אלנח זאת אותהברית אשר הקמתי ביני ובין כלבשר אשר עלהארץ ף
Genesis,9,18,ויהיו בנינח היצאים מןהתבה שם וחם ויפת וחם הוא אבי כנען
Genesis,9,19,שלשה אלה בנינח ומאלה נפצה כלהארץ
Genesis,9,20,ויחל נח איש האדמה ויטע כרם
Genesis,9,21,וישת מןהיין וישכר ויתגל בתוך אהלה
Genesis,9,22,וירא חם אבי כנען את ערות אביו ויגד לשניאחיו בחוץ
Genesis,9,23,ויקח שם ויפת אתהשמלה וישימו עלשכם שניהם וילכו אחרנית ויכסו את ערות אביהם ופניהם אחרנית וערות אביהם לא ראו
Genesis,9,24,וייקץ נח מיינו וידע את אשרעשהלו בנו הקטן
Genesis,9,25,ויאמר ארור כנען עבד עבדים יהיה לאחיו
Genesis,9,26,ויאמר ברוך יהוה אלהי שם ויהי כנען עבד למו
Genesis,9,27,יפת אלהים ליפת וישכן באהלישם ויהי כנען עבד למו
Genesis,9,28,ויחינח אחר המבול שלש מאות שנה וחמשים שנה
Genesis,9,29,ויהיו כלימינח תשע מאות שנה וחמשים שנה וימת ף
Genesis,10,1,ואלה תולדת בנינח שם חם ויפת ויולדו להם בנים אחר המבול
Genesis,10,2,בני יפת גמר ומגוג ומדי ויון ותבל ומשך ותירס
Genesis,10,3,ובני גמר אשכנז וריפת ותגרמה
Genesis,10,4,ובני יון אלישה ותרשיש כתים ודדנים
Genesis,10,5,מאלה נפרדו איי הגוים בארצתם איש ללשנו למשפחתם בגויהם
Genesis,10,6,ובני חם כוש ומצרים ופוט וכנען
Genesis,10,7,ובני כוש סבא וחוילה וסבתה ורעמה וסבתכא ובני רעמה שבא ודדן
Genesis,10,8,וכוש ילד אתנמרד הוא החל להיות גבר בארץ
Genesis,10,9,הואהיה גברציד לפני יהוה עלכן יאמר כנמרד גבור ציד לפני יהוה
Genesis,10,10,ותהי ראשית ממלכתו בבל וארך ואכד וכלנה בארץ שנער
Genesis,10,11,מןהארץ ההוא יצא אשור ויבן אתנינוה ואתרחבת עיר ואתכלח
Genesis,10,12,ואתרסן בין נינוה ובין כלח הוא העיר הגדלה
Genesis,10,13,ומצרים ילד אתלודים ואתענמים ואתלהבים ואתנפתחים
Genesis,10,14,ואתפתרסים ואתכסלחים אשר יצאו משם פלשתים ואתכפתרים ס
Genesis,10,15,וכנען ילד אתצידן בכרו ואתחת
Genesis,10,16,ואתהיבוסי ואתהאמרי ואת הגרגשי
Genesis,10,17,ואתהחוי ואתהערקי ואתהסיני
Genesis,10,18,ואתהארודי ואתהצמרי ואתהחמתי ואחר נפצו משפחות הכנעני
Genesis,10,19,ויהי גבול הכנעני מצידן באכה גררה עדעזה באכה סדמה ועמרה ואדמה וצבים עדלשע
Genesis,10,20,אלה בניחם למשפחתם ללשנתם בארצתם בגויהם ס
Genesis,10,21,ולשם ילד גםהוא אבי כלבניעבר אחי יפת הגדול
Genesis,10,22,בני שם עילם ואשור וארפכשד ולוד וארם
Genesis,10,23,ובני ארם עוץ וחול וגתר ומש
Genesis,10,24,וארפכשד ילד אתשלח ושלח ילד אתעבר
Genesis,10,25,ולעבר ילד שני בנים שם האחד פלג כי בימיו נפלגה הארץ ושם אחיו יקטן
Genesis,10,26,ויקטן ילד אתאלמודד ואתשלף ואתחצרמות ואתירח
